tradingsymbol,name,instrument_type,segment
MSCIADD,DSP MSCI INDIA ETF,EQ,NSE
AONETMMQ50,AONEAMC - AONETMMQ50,EQ,NSE
ESENSEX,EDELWEISS BSE SENSEX ETF,EQ,NSE
ENIFTY,EDELWEISS NIFTY 50 ETF,EQ,NSE
MOSERVICE,MOTILAL OSWAL NIFTY SERVICES SECTOR ETF,EQ,NSE
EXCELSOFT,EXCELSOFT TECHNOLOGIES L,EQ,NSE
SUDEEPPHRM,SUDEEP PHARMA,EQ,NSE
GROWWCAPM,GROWW NIFTY CAPITAL MARKETS ETF,EQ,NSE
MOMNC,MOTILAL OSWAL NIFTY MNC ETF,EQ,NSE
JAYKAY,JAYKAY ENTERPRISES,EQ,NSE
SKFINDUS,SKF IND (INDUSTRIAL),EQ,NSE
GLOTTIS,GLOTTIS,EQ,NSE
FABTECH,FABTECH TECHNOLOGIES,EQ,NSE
GAUDIUMIVF,GAUDIUM IVF N WOMEN H L,EQ,NSE
CLEANMAX,CLEAN MAX ENVIRO EN SOL L,EQ,NSE
SRTL,SHREE RAM TWISTEX,EQ,NSE
AONESILVER,AONEAMC - AONESILVER,EQ,NSE
MARKOLINES,MARKOLINES PAVEMENT TEC L,EQ,NSE
LGEINDIA,LG ELECTRONICS INDIA,EQ,NSE
VIDYAWIRES,VIDYA WIRES,EQ,NSE
MEESHO,MEESHO,EQ,NSE
AEQUS,AEQUS,EQ,NSE
PNGSREVA,PNGS REVA DIAMOND JEWEL L,EQ,NSE
ABSL10BANK,BIRLASLAMC - ABSL10BANK,EQ,NSE
CORONA,CORONA REMEDIES,EQ,NSE
WAKEFIT,WAKEFIT INNOVATIONS,EQ,NSE
MODINATUR,MODI NATURALS,EQ,NSE
LEMERITE,LE MERITE EXPORTS,EQ,NSE
GOLDBND,BANDHAN GOLD ETF,EQ,NSE
SILVERBND,BANDHAN SILVER ETF,EQ,NSE
NEPHROPLUS,NEPHROCARE HEALTH SERV L,EQ,NSE
PARKHOSPS,PARK MEDI WORLD,EQ,NSE
MIDCAPADD,DSP NIFTY MIDCAP 150 ETF,EQ,NSE
SMALLADD,DSP NIFTY SMALLCAP 250 ETF,EQ,NSE
RUDRA,RUDRA GLOBAL INFRA PROD L,EQ,NSE
ICICIAMC,ICICI PRUDENTIAL AMC,EQ,NSE
DIVIDEND,MIRAE ASSET BSE 500 DIVIDEND LEADERS 50 ETF,EQ,NSE
TOP20,MIRAE ASSET NIFTY TOP 20 EQUAL WEIGHT ETF,EQ,NSE
KSHINTL,KSH INTERNATIONAL,EQ,NSE
GROWWMETAL,GROWW NIFTY METAL ETF,EQ,NSE
TWCGOLDETF,THE WEALTH COMPANY GOLD ETF,EQ,NSE
BUILDPRO,SHANKARA BUILDPRO,EQ,NSE
NEXT50ADD,DSP NIFTY NEXT 50 ETF,EQ,NSE
ADVAIT,ADVAIT ENRGY TRANSITION L,EQ,NSE
GROWWCHEM,GROWW NIFTY CHEMICALS ETF,EQ,NSE
NEXT50ETF,KOTAK NIFTY NEXT 50 ETF,EQ,NSE
HALDER,HALDER VENTURE,EQ,NSE
BHARATCOAL,BHARAT COKING COAL,EQ,NSE
AMAGI,AMAGI MEDIA LABS,EQ,NSE
OMNI,OMNITECH ENGINEERING,EQ,NSE
GROWWHOSPI,GROWWAMC - GROWWHOSPI,EQ,NSE
DSFCL,DCM SHRIRAM FINE CHEM,EQ,NSE
KNAGRI,KN AGRI RESOURCES,EQ,NSE
KWIL,KWALITY WALL'S (INDIA) L,EQ,NSE
FRACTAL,FRACTAL ANALYTICS,EQ,NSE
GROWWPSE,GROWWAMC - GROWWPSE,EQ,NSE
AYE,AYE FINANCE,EQ,NSE
HEALTHCARE,MIRAEAMC - HEALTHCARE,EQ,NSE
GICL,GLOBE INTL CARRIERS,EQ,NSE
INFRA,MIRAEAMC - INFRA,EQ,NSE
CEINSYS,CEINSYS TECH,EQ,NSE
DEFENCE,MIRAEAMC - DEFENCE,EQ,NSE
ABSLMSCIN,BIRLASLAMC - ABSLMSCIN,EQ,NSE
SBIMIDMOM,SBIAMC - SBIMIDMOM,EQ,NSE
INA,INSOLATION ENERGY,EQ,NSE
VITAL,VITAL CHEMTECH,EQ,NSE
SEDEMAC,SEDEMAC MECHATRONICS,EQ,NSE
KRISHNADEF,KRISHNA DEF AND ALD IND L,EQ,NSE
GKSL,GUJARAT KIDNEY N SUP SP L,EQ,NSE
ALGOQUANT,ALGOQUANT FINTECH,EQ,NSE
AEPL,ARTEMIS ELECTRICALS & P L,EQ,NSE
KOTYARK,KOTYARK INDUSTRIES,EQ,NSE
BANK10ADD,DSPAMC - BANK10ADD,EQ,NSE
MARSONS,MARSONS,EQ,NSE
SINGERIND,SINGER INDIA,EQ,NSE
RSL,RAJPUTANA STAINLESS,EQ,NSE
SHADOWFAX,SHADOWFAX TECHNOLOGIES L,EQ,NSE
BCPL,BCPL RAILWAY INFRA,EQ,NSE
HSBCGOLD,HSBCAMC - HSBCGOLD,EQ,NSE
VALUE,MIRAEAMC - VALUE,EQ,NSE
GROWWPSUBK,GROWWAMC - GROWWPSUBK,EQ,NSE
INNOVISION,INNOVISION,EQ,NSE
CMPDI,CENTRAL MINE P N D INST L,EQ,NSE
TCC,TCC CONCEPT,EQ,NSE
AARNAV,AARNAV FASHIONS,EQ,NSE
GSPCROP,GSP CROP SCIENCE,EQ,NSE
